0	0	-1.17229
0	1	-1.16203
0	2	-1.1495
0	3	-1.13467
0	4	-1.11748
0	5	-1.09884
0	6	-1.07823
0	7	-1.05268
0	8	-1.02409
0	9	-0.995594
0	10	-0.963051
0	11	-0.926249
0	12	-0.888065
0	13	-0.840427
0	14	-0.784304
0	15	-0.722052
0	16	-0.647277
0	17	-0.552663
0	18	-0.423833
0	19	-0.270432
0	20	-0.0555661
0	21	0.259446
0	22	0.756388
0	23	0.588952
0	24	1.27347
0	25	1.74388
0	26	1.87891
0	27	1.92585
0	28	1.9351
0	29	1.93129
0	30	1.92451
0	31	1.91768
0	32	1.91095
0	33	1.90417
0	34	1.89637
0	35	1.89244
0	36	1.8862
0	37	1.88369
0	38	1.88018
0	39	1.87869
0	40	1.87783
0	41	1.8784
0	42	1.88276
0	43	1.88803
0	44	1.89053
0	45	1.89351
0	46	1.89809
0	47	1.90203
0	48	1.90843
0	49	1.91585
0	50	1.92374
0	51	1.93122
0	52	1.93464
0	53	1.92289
0	54	1.87584
0	55	1.71855
0	56	1.43131
0	57	1.31273
0	58	0.736495
0	59	0.280014
0	60	-0.0455753
0	61	-0.271316
0	62	-0.440998
0	63	-0.574408
0	64	-0.669185
0	65	-0.73769
0	66	-0.797794
0	67	-0.853166
0	68	-0.898331
0	69	-0.939704
0	70	-0.977292
0	71	-1.01046
0	72	-1.03802
0	73	-1.06316
0	74	-1.08507
0	75	-1.10422
0	76	-1.12134
0	77	-1.13697
0	78	-1.15072
0	79	-1.16235
0	80	-1.17115
0	81	-1.17654
0	82	-1.18349
0	83	-1.18971
0	84	-1.19519
0	85	-1.20091
0	86	-1.20362
0	87	-1.20518
0	88	-1.20968
0	89	-1.21118
0	90	-1.21179
0	91	-1.21291
0	92	-1.20941
0	93	-1.20782
0	94	-1.20475
0	95	-1.20106
0	96	-1.19692
0	97	-1.19099
0	98	-1.18452
0	99	-1.17957
1	0	-1.15332
1	1	-1.14226
1	2	-1.13077
1	3	-1.1153
1	4	-1.09749
1	5	-1.07667
1	6	-1.05317
1	7	-1.02549
1	8	-0.995586
1	9	-0.961296
1	10	-0.926095
1	11	-0.883439
1	12	-0.832622
1	13	-0.770713
1	14	-0.698092
1	15	-0.606028
1	16	-0.487079
1	17	-0.314039
1	18	-0.0574781
1	19	0.311322
1	20	0.954372
1	21	1.88988
1	22	1.59391
1	23	1.89427
1	24	1.9337
1	25	1.92374
1	26	1.90368
1	27	1.87848
1	28	1.85471
1	29	1.83432
1	30	1.81436
1	31	1.80041
1	32	1.7819
1	33	1.77135
1	34	1.75906
1	35	1.7499
1	36	1.7386
1	37	1.73298
1	38	1.73169
1	39	1.7249
1	40	1.73187
1	41	1.73554
1	42	1.73702
1	43	1.74668
1	44	1.75153
1	45	1.76307
1	46	1.76927
1	47	1.78059
1	48	1.79501
1	49	1.80747
1	50	1.82561
1	51	1.844
1	52	1.86523
1	53	1.88956
1	54	1.90967
1	55	1.9274
1	56	1.93146
1	57	1.87612
1	58	1.77927
1	59	1.66205
1	60	0.87881
1	61	0.292942
1	62	-0.0951048
1	63	-0.351384
1	64	-0.517942
1	65	-0.630738
1	66	-0.718129
1	67	-0.786408
1	68	-0.845981
1	69	-0.895437
1	70	-0.940131
1	71	-0.977637
1	72	-1.01011
1	73	-1.03832
1	74	-1.06398
1	75	-1.08411
1	76	-1.10196
1	77	-1.11916
1	78	-1.13218
1	79	-1.14394
1	80	-1.15145
1	81	-1.15824
1	82	-1.16524
1	83	-1.17284
1	84	-1.1797
1	85	-1.18269
1	86	-1.18628
1	87	-1.18851
1	88	-1.1928
1	89	-1.19372
1	90	-1.19445
1	91	-1.19486
1	92	-1.19208
1	93	-1.19102
1	94	-1.18666
1	95	-1.18409
1	96	-1.18017
1	97	-1.17385
1	98	-1.16682
1	99	-1.16119
2	0	-1.1328
2	1	-1.12303
2	2	-1.11072
2	3	-1.09454
2	4	-1.07527
2	5	-1.05286
2	6	-1.02734
2	7	-0.99745
2	8	-0.961592
2	9	-0.925199
2	10	-0.881346
2	11	-0.826484
2	12	-0.757872
2	13	-0.672968
2	14	-0.564471
2	15	-0.400153
2	16	-0.163379
2	17	0.256989
2	18	1.01396
2	19	1.92643
2	20	1.83542
2	21	1.93179
2	22	1.91844
2	23	1.88285
2	24	1.83391
2	25	1.77496
2	26	1.7155
2	27	1.63043
2	28	1.55129
2	29	1.44718
2	30	1.25856
2	31	0.952503
2	32	-1.47836
2	33	-1.9917
2	34	-1.8032
2	35	-1.54674
2	36	-1.28187
2	37	-0.999949
2	38	-0.989885
2	39	-0.863876
2	40	-0.770122
2	41	-0.830884
2	42	-0.8204
2	43	-1.05433
2	44	-1.28098
2	45	-1.59105
2	46	-1.83151
2	47	-2.03164
2	48	0.360225
2	49	1.07003
2	50	1.38692
2	51	1.52165
2	52	1.62154
2	53	1.69281
2	54	1.75347
2	55	1.80679
2	56	1.85232
2	57	1.89071
2	58	1.92409
2	59	1.92607
2	60	1.64871
2	61	1.81131
2	62	0.820978
2	63	0.137408
2	64	-0.232977
2	65	-0.45141
2	66	-0.595133
2	67	-0.698487
2	68	-0.77982
2	69	-0.844158
2	70	-0.895593
2	71	-0.939524
2	72	-0.978569
2	73	-1.01047
2	74	-1.0388
2	75	-1.06327
2	76	-1.08217
2	77	-1.09879
2	78	-1.11237
2	79	-1.12385
2	80	-1.13228
2	81	-1.14037
2	82	-1.14705
2	83	-1.15457
2	84	-1.16072
2	85	-1.16552
2	86	-1.16915
2	87	-1.17096
2	88	-1.17461
2	89	-1.1751
2	90	-1.17441
2	91	-1.17546
2	92	-1.17328
2	93	-1.17211
2	94	-1.16756
2	95	-1.16495
2	96	-1.16129
2	97	-1.15627
2	98	-1.14886
2	99	-1.14121
3	0	-1.11224
3	1	-1.10293
